canal,url_canal,nome_video,url_video,data_visualizacao,part_of_day,year,month,day,day_name
Dubdogz,https://www.youtube.com/channel/UCnEJYGEXs33Zaomfdgc050Q,"Dubdogz - DOGPRIVATE #18 (Tawa, Buzios - RJ) Insomniac ResidencyDubdogz13 de jul. de 2021 19:57:45 BRT",https://www.youtube.com/watch?v=7JKULMme1uo,2021-07-13 19:57:45,Evening,2021,July,13,Tuesday
Bruno Hanai - Formula Excel,https://www.youtube.com/channel/UCZwLQr8qy31SeigeYdCgRtA,EXCEL: Sortear números de um conjunto de númerosBruno Hanai - Formula Excel13 de jul. de 2021 19:46:27 BRT,https://www.youtube.com/watch?v=ab_6aTCiu1Y,2021-07-13 19:46:27,Evening,2021,July,13,Tuesday
TikTokTunes,https://www.youtube.com/channel/UC9EgazNjxm-_3eydGQR45rQ,Busta Rhymes - Touch It (TikTok Remix) Lyrics | touch it clean busta rhymes remix tik tokTikTokTunes13 de jul. de 2021 14:32:55 BRT,https://www.youtube.com/watch?v=xfKd5itj8K8,2021-07-13 14:32:55,Noon,2021,July,13,Tuesday
Coisa Hab-Surda,https://www.youtube.com/channel/UC3Axk1SP0KEl6sNfYpr-Caw,Casal troca de roupa - TikTokCoisa Hab-Surda13 de jul. de 2021 14:32:19 BRT,https://www.youtube.com/watch?v=bJJPAMY1sck,2021-07-13 14:32:19,Noon,2021,July,13,Tuesday
TikTok MaJu,https://www.youtube.com/channel/UCraxZf56WzbdriEUssAHONw,Challenge de troca de roupaTikTok MaJu13 de jul. de 2021 14:32:16 BRT,https://www.youtube.com/watch?v=SZPFvyvMLc4,2021-07-13 14:32:16,Noon,2021,July,13,Tuesday
Karine Viana Teixeira,https://www.youtube.com/channel/UCdlUJUxDbowA0ubnBNMn5lw,CHALLENGE DE CASAL TROCANDO DE ROUPAS #tiktokKarine Viana Teixeira13 de jul. de 2021 14:32:13 BRT,https://www.youtube.com/watch?v=BAMdunuanKY,2021-07-13 14:32:13,Noon,2021,July,13,Tuesday
iFood para Entregadores,https://www.youtube.com/channel/UCacUfen8X8k2JyCNd5LAvMA,Como o iFood envia rotas para os entregadores e entregadoras?iFood para Entregadores13 de jul. de 2021 01:21:49 BRT,https://www.youtube.com/watch?v=iQgaHLD5wkU,2021-07-13 01:21:49,Late Night,2021,July,13,Tuesday
Reaction Lab,https://www.youtube.com/channel/UCx3qCxGkWPlULKRGepqNKXQ,Oddly Satisfying GadgetsReaction Lab12 de jul. de 2021 21:50:06 BRT,https://www.youtube.com/watch?v=xDcqIvthfpY,2021-07-12 21:50:06,Night,2021,July,12,Monday
Seawatt Shorts,https://www.youtube.com/channel/UCsIX97S_D2E68CZJueFbWJA,First Day as an Iron Golem MinecraftSeawatt Shorts12 de jul. de 2021 21:50:04 BRT,https://www.youtube.com/watch?v=J6ITTR2Cjzo,2021-07-12 21:50:04,Night,2021,July,12,Monday
Dp Guru {Durga Prasad patel},https://www.youtube.com/channel/UCC8t2ra4ckQ1b2i_0bQGlPA,amazing video and work machine 321Dp Guru {Durga Prasad patel}12 de jul. de 2021 21:50:01 BRT,https://www.youtube.com/watch?v=W_cz-7jp6X8,2021-07-12 21:50:01,Night,2021,July,12,Monday
Amazing Fishing,https://www.youtube.com/channel/UCIB33OnfjdryzmpoSnC1kIA,Amazing Fishing Video Traditional  Fishing 27Amazing Fishing12 de jul. de 2021 21:49:50 BRT,https://www.youtube.com/watch?v=wwoPEmth64k,2021-07-12 21:49:50,Night,2021,July,12,Monday
Sau Sampaio,https://www.youtube.com/channel/UC52Ql_o7tYJfSobudv_BqYA,CARNE CRUA - STEAK TARTARE - Receita de carne crua francesaSau Sampaio12 de jul. de 2021 21:49:01 BRT,https://www.youtube.com/watch?v=cCX3RSBoSpA,2021-07-12 21:49:01,Night,2021,July,12,Monday
GUTHSOUZA,https://www.youtube.com/channel/UCnYN1xZxsVKVUZ0ZsmWcxFQ,História do ollieGUTHSOUZA12 de jul. de 2021 21:48:56 BRT,https://www.youtube.com/watch?v=ryQpVC5JhdU,2021-07-12 21:48:56,Night,2021,July,12,Monday
MILITARY TV,https://www.youtube.com/channel/UCdGNodHvKIyUGrkBzoG1ROA,MILITARY TV | #ShortsMILITARY TV12 de jul. de 2021 21:48:51 BRT,https://www.youtube.com/watch?v=AU5g2WeA9AI,2021-07-12 21:48:51,Night,2021,July,12,Monday
Mr Gamerz dude,https://www.youtube.com/channel/UCkogiPEFyNLJ2uPJCCaoZ2Q,GTA V- Stealing cops super carsMr Gamerz dude12 de jul. de 2021 21:48:48 BRT,https://www.youtube.com/watch?v=3vHNP5nLVkw,2021-07-12 21:48:48,Night,2021,July,12,Monday
stokes twins squad,https://www.youtube.com/channel/UC4gFYdTNYhq39xNsZCjFb-w,wait for end  ..  | stokes twins squad  | Stokes Twins #short #sortstokes twins squad12 de jul. de 2021 21:48:42 BRT,https://www.youtube.com/watch?v=TZhJ4cz32nU,2021-07-12 21:48:42,Night,2021,July,12,Monday
Invasion Of The Stickers,https://www.youtube.com/channel/UCPi0tJSqZBU2fJwKv3EKg3g,GRAFFITI 💣💣💣Invasion Of The Stickers12 de jul. de 2021 21:48:14 BRT,https://www.youtube.com/watch?v=VcKZlKvYXVg,2021-07-12 21:48:14,Night,2021,July,12,Monday
FreeTimess Channel,https://www.youtube.com/channel/UCMKzxMPKiygqOqL9fXwYy5g,Gbpusd : Trading Journal to Long-term ! 9 July BE 2564FreeTimess Channel12 de jul. de 2021 21:48:08 BRT,https://www.youtube.com/watch?v=ySSqbfcISvQ,2021-07-12 21:48:08,Night,2021,July,12,Monday
Penzoo,https://www.youtube.com/channel/UCfl3P2A-oyScIQ7Aj5oc3hw,Wooden Toys Are Fun To Play With 694Penzoo12 de jul. de 2021 21:47:59 BRT,https://www.youtube.com/watch?v=ZfZKO6bS2F4,2021-07-12 21:47:59,Night,2021,July,12,Monday
HaalandClips,https://www.youtube.com/channel/UC54HkHSESALfWqVMPkxHmzw,Skills!🖤💛HaalandClips12 de jul. de 2021 21:47:27 BRT,https://www.youtube.com/watch?v=Zj35HiiNSBg,2021-07-12 21:47:27,Night,2021,July,12,Monday
Naturando,https://www.youtube.com/channel/UCZJYti7-HM1AmX_I8LbSu8g,REFORÇANDO a CERCA: fácil e rápido!Naturando12 de jul. de 2021 21:46:42 BRT,https://www.youtube.com/watch?v=ObL2Xd1K9tc,2021-07-12 21:46:42,Night,2021,July,12,Monday
trickshotdav,https://www.youtube.com/channel/UC52eqDe6TTYp77sCp2Hnj6Q,Double basketball trick shot with motivational message #shortstrickshotdav12 de jul. de 2021 21:46:37 BRT,https://www.youtube.com/watch?v=8qpIrEBa_l0,2021-07-12 21:46:37,Night,2021,July,12,Monday
Austin Sprinz,https://www.youtube.com/channel/UCaZ-5J62W3OGdyAhEoyOvFw,Smokebomb Tyedye with Yeezys *Crazy Results* #shortsAustin Sprinz12 de jul. de 2021 21:46:35 BRT,https://www.youtube.com/watch?v=wLkDPy8vu2Q,2021-07-12 21:46:35,Night,2021,July,12,Monday
stokes twins squad,https://www.youtube.com/channel/UC4gFYdTNYhq39xNsZCjFb-w,ring or candy  . | stokes twins squad  | Stokes Twins #short #sortstokes twins squad12 de jul. de 2021 21:46:16 BRT,https://www.youtube.com/watch?v=JRnFYNB1Q9U,2021-07-12 21:46:16,Night,2021,July,12,Monday
Matt Brockman,https://www.youtube.com/channel/UCkQEYwVkQwA19O2D0n_clFg,Satisfying Air Hockey Card Trickshot! #shortsMatt Brockman12 de jul. de 2021 21:46:04 BRT,https://www.youtube.com/watch?v=-2J98bR3P3w,2021-07-12 21:46:04,Night,2021,July,12,Monday
Biju ke experiment,https://www.youtube.com/channel/UChZgGbEoB1NFCJq3LyYR47g,Amazing hammer | # ShortsBiju ke experiment12 de jul. de 2021 21:45:54 BRT,https://www.youtube.com/watch?v=qXVPyVNdST8,2021-07-12 21:45:54,Night,2021,July,12,Monday
Javi Luna,https://www.youtube.com/channel/UCIzaR8WMoKsWSjHpMR8LrAA,Cake Check Challenge 🍑💦 #shortsJavi Luna12 de jul. de 2021 21:45:51 BRT,https://www.youtube.com/watch?v=vQQh6xLJ5Is,2021-07-12 21:45:51,Night,2021,July,12,Monday
Tecfarst Gamerz Shorts,https://www.youtube.com/channel/UCTORW79P6xtmQHvFRMHy_pg,zachking Behind the scenes #shorts #zachking #zachkingtiktok #zachkingfannyvideo #zachkingvideoTecfarst Gamerz Shorts12 de jul. de 2021 21:45:30 BRT,https://www.youtube.com/watch?v=6R8Iec4VFUg,2021-07-12 21:45:30,Night,2021,July,12,Monday
Dp Guru {Durga Prasad patel},https://www.youtube.com/channel/UCC8t2ra4ckQ1b2i_0bQGlPA,amazing video and work machine409Dp Guru {Durga Prasad patel}12 de jul. de 2021 21:45:10 BRT,https://www.youtube.com/watch?v=RtNVBDjUjSI,2021-07-12 21:45:10,Night,2021,July,12,Monday
AnthonySenpai,https://www.youtube.com/channel/UC9SUulKzcBvThtnUopgrYyg,Most Popular TikTok! #shortsAnthonySenpai12 de jul. de 2021 21:44:55 BRT,https://www.youtube.com/watch?v=KQeqUOdRd9Q,2021-07-12 21:44:55,Night,2021,July,12,Monday
The Young Entrepreneur's Arcade,https://www.youtube.com/channel/UCsyLVX3xvsmn9uYNv61DfvQ,Gumball Machine ASMR 🔈The Young Entrepreneur's Arcade12 de jul. de 2021 21:44:33 BRT,https://www.youtube.com/watch?v=hSxWyPvBYLA,2021-07-12 21:44:33,Night,2021,July,12,Monday
antonio silva,https://www.youtube.com/channel/UCEm2Zy4ir-sWsVxKcdGcJ4w,18 de junho de 2021antonio silva12 de jul. de 2021 21:44:31 BRT,https://www.youtube.com/watch?v=EPFuaROGIoA,2021-07-12 21:44:31,Night,2021,July,12,Monday
Romina Gafur,https://www.youtube.com/channel/UCWJTYHtwinZAoibFPGGnfzQ,Gravity who? #ShortsRomina Gafur12 de jul. de 2021 21:44:15 BRT,https://www.youtube.com/watch?v=QJNzLgEaydE,2021-07-12 21:44:15,Night,2021,July,12,Monday
Viralex,https://www.youtube.com/channel/UCdgVrcGRjx0ry489RA5kg3A,Opening Another Pool For Summer tiktok crystalclearpoolsViralex12 de jul. de 2021 21:43:27 BRT,https://www.youtube.com/watch?v=l-KS07ofEO8,2021-07-12 21:43:27,Night,2021,July,12,Monday
Satisfying Video Hsa,https://www.youtube.com/channel/UCOnyqtfU7bHVHgZPCKpa4Sg,Oddly Satisfying Video #121 #shortsSatisfying Video Hsa12 de jul. de 2021 21:43:11 BRT,https://www.youtube.com/watch?v=EJgVru95qHk,2021-07-12 21:43:11,Night,2021,July,12,Monday
Ibis famous,https://www.youtube.com/channel/UCnM_kHiUWH-5iwomArk6y6g,fiz a Savannah #Nowunited#IbispaintX#Famosos#IbisFamousIbis famous12 de jul. de 2021 21:43:02 BRT,https://www.youtube.com/watch?v=ad-TNFjWp4Q,2021-07-12 21:43:02,Night,2021,July,12,Monday
Shong Bong,https://www.youtube.com/channel/UCjRFqpUPGGFY5xMDEN9I0bA,Goes in easy comes out easier Shong Bong12 de jul. de 2021 21:42:42 BRT,https://www.youtube.com/watch?v=b7vN73SJ3MQ,2021-07-12 21:42:42,Night,2021,July,12,Monday
Dentista do Aparelho,https://www.youtube.com/channel/UCp6nCyxdc-OkzBMj3oBtSuw,O Melhor Fio Dental pra quem usa Aparelho - Parte 2 #ShortsDentista do Aparelho12 de jul. de 2021 21:42:33 BRT,https://www.youtube.com/watch?v=Pqg9IxZbXNE,2021-07-12 21:42:33,Night,2021,July,12,Monday
AnthonySenpai,https://www.youtube.com/channel/UC9SUulKzcBvThtnUopgrYyg,Money Roll Challenge! #shortsAnthonySenpai12 de jul. de 2021 21:42:02 BRT,https://www.youtube.com/watch?v=DCjT4RkoOCI,2021-07-12 21:42:02,Night,2021,July,12,Monday
FFUNTV,https://www.youtube.com/channel/UCt8z2S30Wl-GQEluFVM8NUw,She is foxy but not enough #ShortsFFUNTV12 de jul. de 2021 21:42:00 BRT,https://www.youtube.com/watch?v=PRz64kSEJqs,2021-07-12 21:42:00,Night,2021,July,12,Monday
Julius Dein,https://www.youtube.com/channel/UCCNaMMlI3cOc7yFg52riTqg,JETSKI WAX PRANK!! 🤣 - #ShortsJulius Dein12 de jul. de 2021 21:41:56 BRT,https://www.youtube.com/watch?v=qF0N19MgI3Q,2021-07-12 21:41:56,Night,2021,July,12,Monday
Best Viral Trends,https://www.youtube.com/channel/UCKZ8_CG8DJ7uBeml3f_B_eg,😊tiktok jordanesagetBest Viral Trends12 de jul. de 2021 21:41:40 BRT,https://www.youtube.com/watch?v=meOhHtFjb_Y,2021-07-12 21:41:40,Night,2021,July,12,Monday
Ewox YK,https://www.youtube.com/channel/UCLuFh7qCD0bnYwNNWD5--5g,THROWING CARD INTO A 🥝 (Card Throwing Trick Shot) | Ewox YK #shortsEwox YK12 de jul. de 2021 21:41:11 BRT,https://www.youtube.com/watch?v=grSLZq0yUfQ,2021-07-12 21:41:11,Night,2021,July,12,Monday
K Volly Vlogs,https://www.youtube.com/channel/UCujA_7GLodvU3pdfd9dyogA,🔥 Volleyball takes EffortsK Volly Vlogs12 de jul. de 2021 21:40:28 BRT,https://www.youtube.com/watch?v=WT14pucmbJo,2021-07-12 21:40:28,Night,2021,July,12,Monday
Like House BR,https://www.youtube.com/channel/UCJthu9odgQJVAR6iTmrGb-w,TINDER DA VIDA REAL BELLE KAFFER #ShortsLike House BR12 de jul. de 2021 21:40:18 BRT,https://www.youtube.com/watch?v=o8ejky2y4b4,2021-07-12 21:40:18,Night,2021,July,12,Monday
Doctor Tristan Peh,https://www.youtube.com/channel/UC5NDs9I26-lRf-YfKRw0fEw,😱 Tiktok Duet : Floss Pick is for Cleaning Between Teeth 🤩🙏 #shortsDoctor Tristan Peh12 de jul. de 2021 21:40:04 BRT,https://www.youtube.com/watch?v=uCuvVCtKOX8,2021-07-12 21:40:04,Night,2021,July,12,Monday
Amana Painting Ltd,https://www.youtube.com/channel/UCdkDvLYJWHz-_0QBApMOM0A,How to paint a wall fastAmana Painting Ltd12 de jul. de 2021 21:40:03 BRT,https://www.youtube.com/watch?v=56h2NlvFhfg,2021-07-12 21:40:03,Night,2021,July,12,Monday
Austin Sprinz,https://www.youtube.com/channel/UCaZ-5J62W3OGdyAhEoyOvFw,SMOKEBOMB valentines day DIY HACK! #shortsAustin Sprinz12 de jul. de 2021 21:38:43 BRT,https://www.youtube.com/watch?v=mRaWS-Pnpvw,2021-07-12 21:38:43,Night,2021,July,12,Monday
Slay Queen,https://www.youtube.com/channel/UCFr9oV5bvG_HfyuAR_9JAbw,Turning the last of our tickets! TikTok fatheraiSlay Queen12 de jul. de 2021 21:37:43 BRT,https://www.youtube.com/watch?v=03QXVnOLMuU,2021-07-12 21:37:43,Night,2021,July,12,Monday
Jardiel Silva,https://www.youtube.com/channel/UC2QnShvB9t30Z16SJCvLLaw,22 de maio de 2021Jardiel Silva12 de jul. de 2021 21:37:42 BRT,https://www.youtube.com/watch?v=2iXIvCe-Atg,2021-07-12 21:37:42,Night,2021,July,12,Monday
312Drive,https://www.youtube.com/channel/UClCGYN-XKQYLAhzX41IG7zg,Clear Bra Wrap By Pros312Drive12 de jul. de 2021 21:37:04 BRT,https://www.youtube.com/watch?v=-W6AspN0Xgs,2021-07-12 21:37:04,Night,2021,July,12,Monday
RECA OFFICIAL,https://www.youtube.com/channel/UCWbrIlLFcLeOgADP-sb_-SA,When Messi was so frustrated that he did a forward roll 😳😅 #shortsRECA OFFICIAL12 de jul. de 2021 21:36:50 BRT,https://www.youtube.com/watch?v=ZWiB5kMdEpI,2021-07-12 21:36:50,Night,2021,July,12,Monday
Gien Liu,https://www.youtube.com/channel/UC9mR0F9CEF4mwtdmU0XptCg,como fazer um balde de agua flutuar no teto #ShortsGien Liu12 de jul. de 2021 21:36:46 BRT,https://www.youtube.com/watch?v=0c2Fo52QXAw,2021-07-12 21:36:46,Night,2021,July,12,Monday
Satisfying Video Hsa,https://www.youtube.com/channel/UCOnyqtfU7bHVHgZPCKpa4Sg,Best Oddly Satisfying Video 😙😙 for Sleep & the Relaxation of Your Nerves #shorts​Satisfying Video Hsa12 de jul. de 2021 21:36:30 BRT,https://www.youtube.com/watch?v=ScNA01HaEzA,2021-07-12 21:36:30,Night,2021,July,12,Monday
Jojo Sim,https://www.youtube.com/channel/UChK6a3Ro3po3fUfAm3_MyUQ,PUTTING A HUGE BALLOON ON COKE BOTTLE FOR EXPLOSION… #ShortsJojo Sim12 de jul. de 2021 21:35:39 BRT,https://www.youtube.com/watch?v=9PlIqh6Hi_s,2021-07-12 21:35:39,Night,2021,July,12,Monday
FFUNTV,https://www.youtube.com/channel/UCt8z2S30Wl-GQEluFVM8NUw,When the cheating went wrong #ShortsFFUNTV12 de jul. de 2021 21:35:05 BRT,https://www.youtube.com/watch?v=uTQnMukAhsg,2021-07-12 21:35:05,Night,2021,July,12,Monday
Tiktonita,https://www.youtube.com/channel/UCPqNmrkaUe8Utwoy8kK3E0w,Tratamento de piscina satisfatório! (Rhuan Félix)Tiktonita12 de jul. de 2021 21:34:36 BRT,https://www.youtube.com/watch?v=8jnBRz7rM6Q,2021-07-12 21:34:36,Night,2021,July,12,Monday
Kabonster,https://www.youtube.com/channel/UCFOjsHNR62Bd8z63xv-wMmA,"Fixing phones, one crack at a time! #shortsKabonster12 de jul. de 2021 21:34:00 BRT",https://www.youtube.com/watch?v=nL8uGHCqlc0,2021-07-12 21:34:00,Night,2021,July,12,Monday
Clean iQ,https://www.youtube.com/channel/UC8aAsQlsJ90VOS9_LU9LsSg,car crashClean iQ12 de jul. de 2021 21:33:50 BRT,https://www.youtube.com/watch?v=3XyeixFG6YE,2021-07-12 21:33:50,Night,2021,July,12,Monday
Sara Soap ASMR,https://www.youtube.com/channel/UClqypi6h-AvzjLp5274G6Tw,377 63505 RELAXIFY  Oddly Satisfying Human Claw GameSara Soap ASMR12 de jul. de 2021 21:33:28 BRT,https://www.youtube.com/watch?v=HCEE4N7ZGZA,2021-07-12 21:33:28,Night,2021,July,12,Monday
Channa Vat cooking,https://www.youtube.com/channel/UCawA0fbMvUi1tjtwFng6FaQ,Cooking food || Chef salt steakChanna Vat cooking12 de jul. de 2021 21:33:05 BRT,https://www.youtube.com/watch?v=47xgJLERC50,2021-07-12 21:33:05,Night,2021,July,12,Monday
Romina Gafur,https://www.youtube.com/channel/UCWJTYHtwinZAoibFPGGnfzQ,HE TRICKED ME!! #ShortsRomina Gafur12 de jul. de 2021 21:32:49 BRT,https://www.youtube.com/watch?v=kYImLHpE_gY,2021-07-12 21:32:49,Night,2021,July,12,Monday
German Spidey,https://www.youtube.com/channel/UCZAoGCaaxobl_C6khvgQAtg,It looked so easy! 😱 #shortsGerman Spidey12 de jul. de 2021 21:32:30 BRT,https://www.youtube.com/watch?v=-t2uMg6VknI,2021-07-12 21:32:30,Night,2021,July,12,Monday
Spider Russo Oficial,https://www.youtube.com/channel/UCSGxK7HHQ15o2KOWu8pCnWw,SpiderRusso ParkourSpider Russo Oficial12 de jul. de 2021 21:31:59 BRT,https://www.youtube.com/watch?v=FBBllVttm80,2021-07-12 21:31:59,Night,2021,July,12,Monday
FFUNTV,https://www.youtube.com/channel/UCt8z2S30Wl-GQEluFVM8NUw,Turn into foam - Tutorial #ShortsFFUNTV12 de jul. de 2021 21:31:28 BRT,https://www.youtube.com/watch?v=H-sn-i-DFfY,2021-07-12 21:31:28,Night,2021,July,12,Monday
stokes twins squad,https://www.youtube.com/channel/UC4gFYdTNYhq39xNsZCjFb-w,weight lifting.  | stokes twins squad  | Stokes Twins #short #sortstokes twins squad12 de jul. de 2021 21:31:12 BRT,https://www.youtube.com/watch?v=ESInSN-pbD0,2021-07-12 21:31:12,Night,2021,July,12,Monday
BrutalityTiktok,https://www.youtube.com/channel/UCSxhRNpF3jVU32Bdf4bs98Q,Power of physics😎🧠 (TIKTOK:joemyheck)BrutalityTiktok12 de jul. de 2021 21:30:44 BRT,https://www.youtube.com/watch?v=ADSDiQVHTPA,2021-07-12 21:30:44,Night,2021,July,12,Monday
Laysla Soares,https://www.youtube.com/channel/UCNE3MW53t7zPtYtpvEuMw5Q,adivinha o que vai acontecer #layslasoaresLaysla Soares12 de jul. de 2021 21:30:43 BRT,https://www.youtube.com/watch?v=CmjSdLz5rho,2021-07-12 21:30:43,Night,2021,July,12,Monday
R NoNonsenseKnowHow,https://www.youtube.com/channel/UC2fO3Q022CPTZI_d1lnl5Sg,Fixing A Flat Tire With Patch Plug #ShortsR NoNonsenseKnowHow12 de jul. de 2021 21:29:10 BRT,https://www.youtube.com/watch?v=E5h4-Psobo0,2021-07-12 21:29:10,Night,2021,July,12,Monday
Creative Photo Gallery,https://www.youtube.com/channel/UCAEjdlk4K10kzTQ7GdAdnOQ,Best Photography tips| YouneszraouCreative Photo Gallery12 de jul. de 2021 21:28:56 BRT,https://www.youtube.com/watch?v=8OJHIlhPLX8,2021-07-12 21:28:56,Night,2021,July,12,Monday
Diaz Borneo,https://www.youtube.com/channel/UCDx-JY8wR35B2liENdCerBQ,cantiknya king cobra kalimantan 🥰Diaz Borneo12 de jul. de 2021 21:28:42 BRT,https://www.youtube.com/watch?v=dNfVd9Zjcsc,2021-07-12 21:28:42,Night,2021,July,12,Monday
TikTok tocando,https://www.youtube.com/channel/UCPJPSv7-fBnAyeF-fQn0Nkw,"Nada pessoal, mano 😬😂 #prank #marvel #fyp #capTikTok tocando12 de jul. de 2021 21:28:41 BRT",https://www.youtube.com/watch?v=H4Lf_dItEDU,2021-07-12 21:28:41,Night,2021,July,12,Monday
FFUNTV,https://www.youtube.com/channel/UCt8z2S30Wl-GQEluFVM8NUw,Turn into orbeez - Tutorial #ShortsFFUNTV12 de jul. de 2021 21:28:09 BRT,https://www.youtube.com/watch?v=hdmx71UjBXs,2021-07-12 21:28:09,Night,2021,July,12,Monday
Christian Wedoy,https://www.youtube.com/channel/UCKA00zb2VKPHIR4iRpYWQfQ,This breath hold got 24m views on TikTok.Christian Wedoy12 de jul. de 2021 21:26:53 BRT,https://www.youtube.com/watch?v=-q0kPOJpxYA,2021-07-12 21:26:53,Night,2021,July,12,Monday
Lxsita Drawing,https://www.youtube.com/channel/UCcIcnbmwCbhrVGz__4k3shA,How? 😕#drawing #how #art #draw #painting  #shortsLxsita Drawing12 de jul. de 2021 21:26:42 BRT,https://www.youtube.com/watch?v=qIR48UZ1MNs,2021-07-12 21:26:42,Night,2021,July,12,Monday
Meire Souza,https://www.youtube.com/channel/UCGL_2vcunAtxtOLmqU7Y-aA,usa vs brazilMeire Souza12 de jul. de 2021 21:26:15 BRT,https://www.youtube.com/watch?v=k2ZLyU9rfZc,2021-07-12 21:26:15,Night,2021,July,12,Monday
King Jafi rock,https://www.youtube.com/channel/UC3FO-SenuvwlWBlAgW86Weg,I’m too fast 💨 🤣 @lyrixmood @kingjafi_rockKing Jafi rock12 de jul. de 2021 21:25:49 BRT,https://www.youtube.com/watch?v=3Eni5ZY1MDQ,2021-07-12 21:25:49,Night,2021,July,12,Monday
TITÃ SHORTS,https://www.youtube.com/channel/UCV18TuD51Ylq2dwznlBv5qg,"UM CARRÃO DESSE !! PRA QUE FAZER ISSO, NÃO TEM NADA NA CABEÇA NÃO É POSSÍVEL 🤦🏻‍♂️ #shortTITÃ SHORTS12 de jul. de 2021 21:25:18 BRT",https://www.youtube.com/watch?v=q0vItcIuIgI,2021-07-12 21:25:18,Night,2021,July,12,Monday
Diaz Borneo,https://www.youtube.com/channel/UCDx-JY8wR35B2liENdCerBQ,3 chicken heads and 1 snake 😎 gonna make his tummy full 🤣 #kingcobra #snake #reptilesDiaz Borneo12 de jul. de 2021 21:24:47 BRT,https://www.youtube.com/watch?v=yaxwGf2onbc,2021-07-12 21:24:47,Night,2021,July,12,Monday
Podcast's Cortados,https://www.youtube.com/channel/UCuycoG-567gG4Eemw5Gw6zg,NEYMAR RESPONDEU O PODPAH    Podpah #130Podcast's Cortados12 de jul. de 2021 21:23:24 BRT,https://www.youtube.com/watch?v=VpmTf64RJqI,2021-07-12 21:23:24,Night,2021,July,12,Monday
Otávio Tavares Arquitetura,https://www.youtube.com/channel/UC0TcIoMYiu2Tk5fhLsDCYzg,Solução em Cozinha Planejada - Carrinho Bandeja #PromobOtávio Tavares Arquitetura12 de jul. de 2021 15:27:37 BRT,https://www.youtube.com/watch?v=LFGp6lOfdQM,2021-07-12 15:27:37,Noon,2021,July,12,Monday
Otávio Tavares Arquitetura,https://www.youtube.com/channel/UC0TcIoMYiu2Tk5fhLsDCYzg,Cozinha Planejada - Promob PLUS Profissional #RealScene2Otávio Tavares Arquitetura12 de jul. de 2021 15:24:14 BRT,https://www.youtube.com/watch?v=I78jBcC-zTY,2021-07-12 15:24:14,Noon,2021,July,12,Monday
Sula Maciel - Manual do MDF,https://www.youtube.com/channel/UCITu0wYUK5otHM88kSBCjrQ,Quer fazer um vídeo animado no promob para impressionar seu cliente? Não perca essa vídeo aulaSula Maciel - Manual do MDF12 de jul. de 2021 15:14:55 BRT,https://www.youtube.com/watch?v=YrE8hSwn2Tk,2021-07-12 15:14:55,Noon,2021,July,12,Monday
Porta dos Fundos,https://www.youtube.com/channel/UCEWHPFNilsT0IfQfutVzsag,DE FÉRIAS COM O EXPorta dos Fundos11 de jul. de 2021 23:00:11 BRT,https://www.youtube.com/watch?v=k2vcRlYd0zc,2021-07-11 23:00:11,Night,2021,July,11,Sunday
Antarctica BOA,https://www.youtube.com/channel/UC_AVmDdxvRukqXRlmbobGvw,Rafael Portugal em #NoBoteco | BOAAntarctica BOA11 de jul. de 2021 22:52:58 BRT,https://www.youtube.com/watch?v=eLQR_Q8YDPQ,2021-07-11 22:52:58,Night,2021,July,11,Sunday
Vintage Culture,https://www.youtube.com/channel/UC4N1snt2b0d83vOkvaWP6mg,Jovem Dionisio - Pontos de Exclamação (Vintage Culture & Future Class Remix)Vintage Culture11 de jul. de 2021 22:33:01 BRT,https://www.youtube.com/watch?v=P6myfudg7Mo,2021-07-11 22:33:01,Night,2021,July,11,Sunday
Virgínia Fonseca,https://www.youtube.com/channel/UCsaB2VrLZrtGbum6Eo0ClbA,DESCOBRI QUE MINHA MULHER É P#T4!! #ZEFELIPERESPONDEVirgínia Fonseca11 de jul. de 2021 22:32:47 BRT,https://www.youtube.com/watch?v=76XCvk59xKs,2021-07-11 22:32:47,Night,2021,July,11,Sunday
Vintage Culture,https://www.youtube.com/channel/UC4N1snt2b0d83vOkvaWP6mg,"Vintage Culture, Fancy Inc - Cali Dreams feat The Beach [Official Music Video]Vintage Culture11 de jul. de 2021 22:30:01 BRT",https://www.youtube.com/watch?v=YQ6Yss-DX1c,2021-07-11 22:30:01,Night,2021,July,11,Sunday
